"1033049","北京市住建委日前会同市公安局、市工商局、市非紧急救助服务中心等部门，开通了12345打击“黑中介”投诉举报热线。针对群众投诉举报的相关问题，相关部门迅速行动，对涉嫌存在违法违规问题的北京昊园恒业房地产经纪有限公司、北京自如生活资产管理有限公司、北京中恒建业房地产经纪有限公司等23家中介机构进行查处。下一步，各部门将加大惩处力度，予以高限处罚，实施联合惩戒。 （新华社）","2018-08-24 14:50:32","2018-08-24 14:50:42","['其他']"
"1033050","近期，一些不法分子打着“金融创新”“区块链”的旗号，通过发行所谓“虚拟货币”“虚拟资产”“数字资产”等方式吸收资金，侵害公众合法权益。此类活动并非真正基于区块链技术，而是炒作区块链概念行非法集资、传销、诈骗之实。一些不法分子还以ICO、IFO、IEO等花样翻新的名目发行代币，或打着共享经济的旗号以IMO方式进行虚拟货币炒作，具有较强的隐蔽性和迷惑性。此类活动以“金融创新”为噱头，实质是“借新还旧”的庞氏骗局，资金运转难以长期维系。","2018-08-24 14:55:01","2018-08-24 15:07:07","['焦点']"
"1033051","截止收盘，沪指报2729.43点，涨幅0.18%，成交额1027亿元，深成指报8484.74点，跌幅0.20%；创指报1450.09点，跌幅0.37%。沪指本周涨2.27%。从盘面上看，银行、高送转、海南、水利、养殖业、物流等板块涨幅居前，燃料乙醇、煤炭、种植业与林业、5G、军工、白酒等板块跌幅居前。http://t.cn/RkHMI1M","2018-08-24 15:01:44","2018-08-24 15:05:06","['焦点', 'A股']"
"1033052","欧股开盘，欧洲Stoxx600开盘几无变动。","2018-08-24 15:02:19","2018-08-24 15:02:29","['市场']"
"1033053","期市收盘，前期强势品种走弱，PVC、郑醇、PTA、焦煤收跌逾2%，锰硅、菜粕、苹果、塑料、鸡蛋、豆粕跌逾1%，沪镍、橡胶、焦炭、沪银、沪金等收跌。沪铅、沪锌收涨逾2%，白糖、沥青、燃油、棉纱、玻璃、热卷涨逾1%，沪铝、原油、沪铜、郑煤、螺纹、铁矿、郑棉、沪锡、硅铁等收涨。","2018-08-24 15:04:07","2018-08-24 15:04:16","['市场']"
"1033054","从正在此间举行的中国国际智能产业博览会上获悉，长安汽车与重庆市两江新区正式签约，将斥资102亿元打造新能源产业园，致力于构建新能源汽车全产业链。产业园建成达产后，预计年产能合计不低于50万套新能源核心零部件，产值超400亿元。（新华社）","2018-08-24 15:09:56","2018-08-24 15:10:02","['公司']"
"1033055","博雅互动一度涨25%，创2015年4月以来最大涨幅。","2018-08-24 15:13:13","2018-08-24 15:13:13","['公司']"
"1033056","南京金洽会今年将于9月6日开幕，汇聚3000多嘉宾。人工智能成一大亮点，针对智能驾驶、AI芯片等将设立四大高峰论坛。","2018-08-24 15:19:45","2018-08-24 15:20:49","['行业', '市场']"
"1033057","航天科技集团消息，近日，航天科技集团党组书记、董事长吴燕生会见了来访的国药集团党委书记、董事长郭建新一行，双方就深化医疗健康领域合作展开座谈。吴燕生表示，希望双方加强沟通，增加了解，共同探索适应集团公司所属医疗单位发展的合作模式。","2018-08-24 15:23:52","2018-08-24 15:25:59","['公司', 'A股']"
"1033059","澳洋顺昌在互动平台表示，公司有经过苹果公司认证，并向其制造商供应部分金属材料。公司今年LED扩产进度基本符合计划，大部分设备已在安装调试，最后一套设备可能会晚一点进来，8月开始有小部分产能释放，预计三分之二的产能大概在九月底会达成，剩下的在今年底前会达成。","2018-08-24 15:25:38","2018-08-24 15:25:47","['公司', 'A股']"
"1033060","东亚银行和浦发银行建立合作关系。","2018-08-24 15:26:51","2018-08-24 15:26:51","['公司']"
"1033061","彭博援引知情人士透露，纽约州检察官已采取初步措施，对美国总统特朗普的前律师迈克尔-科恩展开刑事调查，总统的业务可能也会遭到调查。对总统而言可能更具威胁的是，曼哈顿地区检察官Cyrus Vance Jr.正在考虑是否要对设在纽约的特朗普集团及两名高管提起刑事指控。","2018-08-24 15:28:05","2018-08-24 15:28:39","['其他']"
"1033062","双汇发展日前在接受机构调研时表示，郑州双汇成立了专门机构负责处理，全力配合做好疫情防控工作，做好郑州双汇的消毒工作；双汇发展单班屠宰日产能约7万头，目前日屠宰约4-5万头，郑州工厂的市场订单分配到其他几个就近的工厂生产，基本不影响市场供应；公司下一步将继续严格检验，确保产品质量和食品安全。","2018-08-24 15:31:10","2018-08-24 15:35:17","['公司', 'A股']"
"1033063","工业和信息化部无线电管理局在吉林长春组织召开了无线电管理重点工作推进座谈会。工业和信息化部党组成员、总工程师张峰在会上表示，下半年全国无线电管理机构要加快推动《中华人民共和国无线电管理条例》配套规章制度，配合全国人大开展《无线电频谱资源管理法》立法相关工作，加快5G系统等重点频率规划和许可进度。","2018-08-24 15:35:57","2018-08-24 15:36:22","['宏观', '行业']"
"1033064","兴业研究公司副总裁鲁政委撰文称，当前我国消费结构呈现出两大特点：第一，就消费类别而言，居民实物消费下降而服务消费上升；第二，在同类消费品种，居民对中低端消费品偏好降低而对高端消费品偏好上升。由此，种种迹象表明当前居民消费行为仍处于升级通道。","2018-08-24 15:37:02","2018-08-24 15:37:09","['观点']"
"1033065","上海机场半年报：实现营业收入 45.04 亿元，同比增长 15.57%，实现归属于上市公司股东的净利润 20.22 亿元，同比增长 19.21%。","2018-08-24 15:38:08","2018-08-24 15:38:08","['公司', 'A股']"
"1033066","杭钢股份半年报：实现营业收入131.8亿元，同比增长3.11%；实现净利润11.6亿元，同比增长224.89%。","2018-08-24 15:38:57","2018-08-24 15:39:04","['公司', 'A股']"
"1033067","北玻股份半年报：实现营业收入5.25亿元，同比增长41.81%；实现净利润7617万元，同比增长393.33%。","2018-08-24 15:39:08","2018-08-24 15:39:13","['公司', 'A股']"
"1033068"," 8月24日，红旗连锁总监牛灏发布消息称，23日，红旗连锁与四川省能源投资集团有限责任公司在蓉举行战略合作签约仪式。根据协议，双方将在国际贸易、物流、渠道和品牌联合营销、金融服务、产销对接等领域展开深度合作。","2018-08-24 15:39:21","2018-08-24 15:39:27","['公司', 'A股']"
"1033069","外汇局：2018年7月，中国外汇市场（不含外币对市场）总计成交16.64万亿元人民币（等值2.48万亿美元）。其中，银行对客户市场成交2.59万亿元人民币（等值3868亿美元），银行间市场成交14.05万亿元人民币（等值2.10万亿美元）；即期市场累计成交6.56万亿元人民币（等值9786亿美元），衍生品市场累计成交10.08万亿元人民币（等值1.50万亿美元）。","2018-08-24 15:39:55","2018-08-24 15:39:55","['数据']"
"1033070","据外媒报道，印尼政府几位部长周五在联合记者会上表示，印尼政府将在未来一至两周公布计划课征进口关税的商品清单，但用于生产的原材料将不在清单内。印尼财政部长英卓华表示，政府正在考虑可能提高900种商品的进口关税。印尼贸易部长Enggartiasto Lukita称，进口限制措施应当不会扰乱投资，因为清单中不包括生产原材料。","2018-08-24 15:48:20","2018-08-24 15:48:20","['其他']"
"1033071","紫光股份发布半年报，上半年营收为224.44亿元，同比增长33%；净利为7.33亿元，同比下降8.56%。扣非后净利为5.84亿元，同比增长13.58%。","2018-08-24 15:51:18","2018-08-24 15:52:55","['公司', 'A股']"
"1033073","据IPO早知道消息，蔚来汽车将于9月18日正式赴美上市，计划募集10亿美元，该公司目前预估市值为60-80亿美元。蔚来公关部回应PingWest品玩的问询，表示“此次通过IPO募集资金总额是18亿美元，可以参考招股说明书封面页，文中10亿美元这个信息不正确”，蔚来公关部提到“美股上市日期还没有确定，这样的日期发布误差很大。”","2018-08-24 15:52:34","2018-08-24 15:52:41","['公司']"
"1033074"," 记者从紫光集团获悉，“2018中国芯片发展高峰论坛”将于9月19日在南京举办。此次论坛以“芯时代·共成长”为主题，由南京江北新区主办，紫光集团及紫光展锐科技有限公司承办。本届论坛由一场高峰论坛，5G技术论坛、移动芯片技术论坛、物联网技术论坛、测试技术论坛四场分论坛组成。","2018-08-24 15:53:08","2018-08-24 15:53:16","['行业']"
"1033075","  在2018云栖大会·重庆峰会上，阿里云IoT联合工信部赛迪研究院、重庆南岸区政府，三方共同发布了“飞象工业互联网平台”。据悉，飞象平台3年内将接入100万工业设备，5年内将助力重庆4000家制造企业实现“智造”，打造工业互联网的“重庆标准”。（环球网）","2018-08-24 15:54:17","2018-08-24 15:54:24","['公司']"
"1033076","  重庆百货8月24日晚间披露半年报，公司2018年上半年实现营业收入180.52亿元，同比增长6.78%；净利润6.96亿元，同比增长49.05%。基本每股收益1.71元。公司新兴产业发展良好，马上金融上半年进行了第三次增资扩股，上半年交易额、贷款余额、净利润等各项指标持续增长，注册用户数突破3900万。重百保理在防风险前提下深耕供应链，保理余额同比增长。","2018-08-24 15:56:53","2018-08-24 15:56:58","['公司', 'A股']"
"1033077","  莎普爱思披露半年报，公司实现营业收入3.28亿元，同比减少21.32%，实现归属于上市公司股东的净利润5088.20万元，同比减少43.86%。公司营业收入减少的主要原因系滴眼液产品销售收入同比下降 43.12%，中成药产品销售收入同比下降48.39%；公司净利润同比下降的主要原因系滴眼液产品销售量同比大幅下降。","2018-08-24 15:57:39","2018-08-24 15:57:45","['公司', 'A股']"
"1033078","8月27日至31日，《中华人民共和国个人所得税法修正案(草案)》将在十三届全国人大常委会第五次会议上被再次审议。个税修法，事关居民收入再分配，在消费增速放缓的背景下，尤其引人关注。中国人民大学经济研究所联席所长、国家发展与战略研究院研究员杨瑞龙分析称，在消费增速与居民收入增速均有放缓的情况下，若想进一步刺激消费，可通过降低个人税负的方式达成这一目标。（中新网）","2018-08-24 16:00:37","2018-08-24 16:00:49","['其他']"
"1033079","  三维工程8月24日晚公告，公司于近日收到山东证监局行政监管措施决定书，公司2017年年度报告中，对工程设计、建筑材料销售业务收入采用的具体会计处理政策及确定依据披露不够明确、不够完整。对2017年度发生的委托理财，未按规定发布临时公告等，上述行为违反了信披规定，山东证监局决定对公司采取责令改正的监管措施。此外，对曲思秋、高勇、王文旭采取出具警示函的监管措施。","2018-08-24 16:02:47","2018-08-24 16:02:53","['公司']"
"1033080","宁波东力公告，因公司涉嫌信息披露违法违规，收到证监会调查通知书。 根据证券法等有关规定，证监会决定对公司进行立案调查。","2018-08-24 16:03:46","2018-08-24 16:05:31","['公司', 'A股']"
"1033081","  趣店财报：第二季度营收上涨124.7%至22.44亿元。","2018-08-24 16:04:14","2018-08-24 16:04:20","['公司']"
"1033082","趣店称，与蚂蚁金服的合作8月到期后不再续签，预计不会对业务造成较大影响。","2018-08-24 16:06:20","2018-08-24 16:07:36","['公司', '焦点']"
"1033083","趣店称与蚂蚁金服的合作8月到期后不再续签。","2018-08-24 16:06:56","2018-08-24 16:06:56","[]"
"1033084","  启迪设计8月24日晚公告，公司拟推出2018年员工持股计划，所持有的股票累计不超过公司股本总额的10%，涉及的股票拟通过竞价交易、大宗交易等方式取得。","2018-08-24 16:08:34","2018-08-24 16:08:41","['公司', 'A股']"
"1033085","耀皮玻璃8月24日晚间披露半年报，公司2018年上半年实现营业收入17.86亿元，同比增长18.54%；净利润6097.35万元，同比增长254.97%。基本每股收益0.07元。","2018-08-24 16:10:15","2018-08-24 16:10:23","['公司', 'A股']"
"1033086","截至港股收盘，港股通（沪）每日额度420亿元剩余412.63亿元，占比98.2%；截至港股收盘，港股通（深）每日额度420亿元剩余417.36亿元，占比99.4%。","2018-08-24 16:11:33","2018-08-24 16:11:40","['市场']"
"1033087","香港恒生指数收盘下跌118.59点，跌幅0.43%，报27671.87点。","2018-08-24 16:12:07","2018-08-24 16:12:47","['市场']"
"1033088","中原地产：香港二手房价格较此前一周下跌0.57%。","2018-08-24 16:13:09","2018-08-24 16:13:15","['行业']"
"1033089","  得润电子8月24日晚发布半年报，公司上半年营收为36.35亿元，同比增长50.81%，主要系公司合并范围增加及销售规模扩大所影响。净利为5245万元，同比下降42.76%。扣非后净利为4257万元，同比增长261.73%。公司预计1-9月净利为8581万元至 1.23亿元，同比变动幅度为-30%至0%。","2018-08-24 16:13:09","2018-08-24 16:13:17","['公司', 'A股']"
"1033090","上海机场2018年上半年实现营业收入45.04亿元，同比增长15.57%；净利润20.22亿元，同比增长19.21%；基本每股收益1.05元。截止二季度末，证金公司持股由一季度末的3.79%增至4.27%。","2018-08-24 16:13:53","2018-08-24 16:14:04","['公司', 'A股']"
"1033091","  8月24日，农业农村部发布的《前7个月农业农村经济运行平稳向好》指出，蔬菜价格止跌转涨，农业农村部重点监测的28种蔬菜均价环比上涨2.3%，同比上涨3.5%。预计后期，农产品国内外供求宽松，大宗农产品价格仍将以稳为主；受消费回暖、气象灾害等多种因素影响，蔬菜、鸡蛋等鲜活农产品价格或将震荡上行。","2018-08-24 16:14:06","2018-08-24 16:14:06","['宏观']"
"1033092","  大连电瓷24日晚公告，国家电网23日通过其电子商务平台发布了“国家电网有限公司2018年山东～河北环网工程（临沂~石家庄段）1000千伏线路工程集中招标活动推荐的中标候选人公示”和“国家电网有限公司输变电项目2018年第八次线路装置性材料招标采购推荐的中标候选人公示”。公司或公司的全资子公司大瓷材料为推荐中标候选人，预中标金额合计约1.73亿元，占公司2017年营收的20.75%。","2018-08-24 16:15:31","2018-08-24 16:15:41","['公司']"
"1033093","高盛称尽管大方向仍然朝着更高的收益率方向发展，但考虑到各国央行前瞻指引、疲弱的通胀预期以及美国长债溢价复苏低于预期，相关国债收益率预期将不及之前预期。","2018-08-24 16:15:38","2018-08-24 16:15:44","['公司', '观点']"
"1033094","莫里森宣誓就任澳大利亚总理。","2018-08-24 16:15:51","2018-08-24 16:15:57","['宏观']"
"1033095","  近日，美国大都会人寿位于新加坡的创新中心——流明实验室（LumenLab）正式启动测试全球首个区块链自动化保险解决方案，为妊娠糖尿病孕妇提供更加便捷的财务保障。（上证报）","2018-08-24 16:19:05","2018-08-24 16:19:15","['公司']"
"1033096","互联互通南向10.0亿元净流入港股。","2018-08-24 16:19:28","2018-08-24 16:19:38","['市场']"
"1033097","隧道股份上半年净利润8.384亿元人民币。","2018-08-24 16:19:48","2018-08-24 16:19:58","['公司', 'A股']"
"1033098","南方汇通24日在互动平台表示，目前公司隔膜中试线已达稳定生产状态。","2018-08-24 16:19:51","2018-08-24 16:20:53","['公司', 'A股']"
"1033099","  惠天热电8月24日晚发布半年报，公司上半年营收为9.94亿元，同比增长5.38%；净利亏损1.99亿元，同比由盈转亏，上年同期盈利377万元。2018年上半年，公司经营环境没有发生大的改善，煤炭等原材料价格居高不下，导致供热成本大幅上升，形成大幅亏损。","2018-08-24 16:20:16","2018-08-24 16:20:21","['公司', 'A股']"
"1033100","证监会新闻发言人24日表示，证监会正式发布外商投资期货公司管理办法。办法主要内容有：明确适用对象；细化境外股东条件；规范间接持股，实际控制5%以上的应当转为直接持股；明确高级管理人履职规定等。","2018-08-24 16:21:16","2018-08-24 16:21:23","['宏观', '焦点']"
"1033101","办法主要内容有：明确适用对象；细化境外股东条件；规范间接持股，实际控制5%以上的应当转为直接持股；明确高级管理人履职规定等。","2018-08-24 16:21:26","2018-08-24 16:21:26","[]"
"1033102","在智博会上，战略支援部队信息工程大学、东莞信大融合创新研究院、天津市滨海新区信息技术创新中心联合发布全球首款商品级超宽带可见光通信专用芯片组，标志着我国可见光通信产业迈入超宽带专用芯片时代。这是我国继2015年解放军信息工程大学创造50Gbps可见光通信速率世界纪录之后，在该领域工程化应用方面又取得的一项全球领先的产业技术成果。（新华社）","2018-08-24 16:22:49","2018-08-24 16:22:55","['行业']"
"1033103","  记者获悉，8月24日，在2018中国国际智能产业博览会上，长安汽车发布北斗天枢智能化战略。“将梦想的汽车变为现实，汽车商业生态将被重新构建。” 长安汽车总裁朱华荣首次公布“4+1” 行动计划，进一步夯实长安智能化体系。2020年，长安汽车将不再生产非联网新车，实现新产品100%联网。2025年，长安汽车的车载功能实现100%语音控制。","2018-08-24 16:25:00","2018-08-24 16:25:08","['宏观', '公司', 'A股']"
"1033104","​趣店盘前涨逾7%，此前公司发布财报显示，第二季度营收上涨124.7%至22.44亿元，调整后净利润7.38亿元，同比增长42.0%。","2018-08-24 16:25:01","2018-08-24 16:25:01","[]"
"1033105","近日，美股打破最长牛市记录，自2009年3月9日以来，牛市持续了3454天，涨幅约323%，诺贝尔奖经济学奖得主、耶鲁大学教授席勒认为，这对大多数投资者而言实际上是个令人担忧的信号，如此长时间的牛市迟早会引发“修正”","2018-08-24 16:25:12","2018-08-24 16:25:12","['宏观', '观点']"
"1033107","证监会新闻发言人24日表示，证监会对8宗案件做出行政处罚，涉及万家文化等。其中，证监会依法对万家文化（祥源文化）、万家集团、孔德永信息披露违法案做出处罚，对万家文化处以60万元罚款，万家集团60万元罚款，对孔德永给予120万元罚款，同时对孔德永采取终身证券市场禁入措施。","2018-08-24 16:26:03","2018-08-24 16:26:26","['焦点']"
"1033108","  通光线缆8月24日晚公告，公司全资子公司江苏通光光缆有限公司、江苏通光强能输电线科技有限公司，于近日参与了国家电网有限公司输变电等项目集中招标活动，根据相关候选人公示，预中标了20446万元项目，约占公司2017年经审计营业收入总额的 13.48%。","2018-08-24 16:29:37","2018-08-24 16:29:44","['公司', 'A股']"
"1033109","英国7月BBA房屋购买抵押贷款许可件数39584，预期40650，前值40541。","2018-08-24 16:30:20","2018-08-24 16:30:29","['宏观', '焦点']"
"1033110","在岸人民币兑美元官方收盘价报6.8789，较上日官方收盘价跌99点，较上日夜盘收盘涨11点。","2018-08-24 16:31:08","2018-08-24 16:31:42","['市场', '焦点']"
"1033111","美元/人民币1个月隐含波动率持平，报6.5150%。","2018-08-24 16:32:20","2018-08-24 16:32:30","['市场']"
"1033112","英国7月净抵押贷款放款额增加17.20亿英镑，为2月以来最低。","2018-08-24 16:33:06","2018-08-24 16:33:15","['宏观']"
"1033113","  位于北京市丰台区南苑乡成寿寺村的集体土地租赁房项目24日正式开工建设。这是北京市首个实现开工的集体土地租赁房项目，预计2021年以前竣工投入运营。北京市住房和城乡建设委员会负责人表示，下一步，北京将全面加快推进集体土地租赁房开工建设，年底前力争纳入计划的集体土地租赁房项目陆续实现开工建设。（中国新闻网）","2018-08-24 16:33:34","2018-08-24 16:33:42","['宏观']"
"1033114","  先锋电子8月24日晚公告，公司控股股东石政民计划3个交易日后的6个月内，通过大宗交易方式减持不超600万股，占公司总股本的4%。","2018-08-24 16:33:58","2018-08-24 16:34:08","['公司', 'A股']"
"1033115","趣店财报显示，2018年第二季度，新增了8家持牌金融机构合作伙伴，服务金融机构的科技价值进一步凸显。一季度以来，趣店新增贷款M1+逾期率低于1.0%，逾期状况显著改善。逾期改善的三大主要原因是：市场风险逐渐缓释、信用体系强化预期升温、集团大数据引擎更加成熟。","2018-08-24 16:36:12","2018-08-24 16:36:17","['公司']"
"1033116","  上海物贸8月24日晚披露半年报，公司2018年上半年实现营收33.90亿元，同比增长10.39%；净利润3085.72万元，同比增长149.36%。基本每股收益0.06元。报告内，百联汽车积极策划4S店营销活动以扩大销售份额，旗下上汽大众、斯柯达、凯迪拉克、别克和名爵等五大品牌累计实现新车营业收入17.64 亿元，同比上升 27.7%、新车销售量11919辆，同比上升44.14%。","2018-08-24 16:36:41","2018-08-24 16:36:50","['公司', 'A股']"
"1033117","公布财报后，趣店集团创始人、CEO罗敏表示：“我们对公司第二季度的表现非常满意。我们的注册用户数继续保持稳定增长的势头，与此同时，包括逾期率在内的核心风控指标得到了显著改善”。他表示，市场重归稳定后，趣店凭借在合规性、资金端以及由大数据、AI驱动科技创新方面的优势，将拥有更好的长期盈利能力。","2018-08-24 16:36:48","2018-08-24 16:36:55","['公司']"
"1033118","  证监会新闻发言人高莉8月24日表示，证监会在执法过程中，既不会单纯因上市公司等主体信息披露虚假而“推倒”证券服务机构责任，也不会因为上市公司等主体信息披露状况良好而疏于证券服务机构的监管，各类主体要各归其位，各尽其责，共同构建良好的信息披露生态。证监会将不断加大对信息披露违法行为和证券服务机构违法违规行为的监管执法力度，督促各类信息披露主体及证券服务机构遵法守规、勤勉尽责，切实保护广大中小投资者合法权益。","2018-08-24 16:38:38","2018-08-24 16:38:42","['宏观', '焦点']"
"1033119"," 财通证券8月24日晚间披露半年报，公司2018年上半年实现营业收入18.14亿元，同比下降16.13%；净利润5.85亿元，同比下降28.79%。基本每股收益0.16元。公司ABS业务已基本成型，正在成为业务增长新的发力点。","2018-08-24 16:39:46","2018-08-24 16:39:51","['公司', 'A股']"
"1033120","莎普爱思2018年上半年实现营业收入3.28亿元，同比下降21.32%；净利润5088.20万元，同比下降43.86%；基本每股收益0.16元。报告期内，公司滴眼液产品销售收入同比下降43.12%。","2018-08-24 16:40:37","2018-08-24 16:40:50","['公司', 'A股']"
"1033121","财政部：1-7月，国有企业营业总收入323055.5亿元，同比增长10.2%；国有企业利润总额20239.4亿元，同比增长21.4%。","2018-08-24 16:41:05","2018-08-24 16:41:05","['宏观']"
"1033123","  顺鑫农业8月24日晚发布半年报，公司上半年营收为72.33亿元，同比增长10.45%；净利为4.81亿元，同比增长96.78%。报告期内，公司实施归核化发展战略，聚焦酒业、肉食两大主业，计划逐步剥离其他业务。同时，通过整合内外部资源，推动产业规模扩大、资产价值提升。上半年，公司白酒产业实现销售收入57.74亿元，同比增长62.29%。","2018-08-24 16:42:03","2018-08-24 16:42:11","['公司', 'A股']"
"1033124","顺鑫农业半年报：实现营业收入72.33亿元，同比增长10.45%；实现净利润4.81亿元，同比增长96.78%。","2018-08-24 16:44:43","2018-08-24 16:44:50","['公司', 'A股']"
"1033125","王府井8月24日晚间披露半年报，公司2018年上半年实现营业收入131.99亿元，同比增长3.04%；净利润7.56亿元，同比增长145.42%。基本每股收益0.97元。南昌购物中心、长春奥莱新店项目预计年内开业，沈阳奥莱二期项目等重点工程项目取得重大的进展。","2018-08-24 16:44:51","2018-08-24 16:45:19","['公司', 'A股']"
"1033126","财政部8月24日消息，为进一步完善地方政府债券发行机制，保障地方政府债券发行工作顺利开展，防范地方政府债券发行风险，财政部决定实行地方政府债券弹性招标制度。根据地方政府债券发行管理有关规定，财政部制定并印发《地方政府债券弹性招标发行业务规程》。","2018-08-24 16:46:31","2018-08-24 16:52:03","['宏观']"
"1033127","  工业和信息化部装备工业司针对2017年各地公安交管部门通报的存在较多违规问题、生产一致性监督检查中发现问题的18家企业进行约谈，要求各企业进一步落实主体责任，强化车辆产品生产一致性管控，确保合格产品出厂，保障道路交通安全。","2018-08-24 16:49:19","2018-08-24 16:49:30","['宏观', '行业']"
"1033128","海马汽车8月24日晚发布半年报，公司上半年营收为27.22亿元，同比下降46.66%；净利亏损2.75亿元，同比由盈转亏，上年同期盈利2437万元。收入和利润下降的主要原因系汽车销量同比下降所致。","2018-08-24 16:50:22","2018-08-24 16:50:39","['公司', 'A股']"
"1033129","  报喜鸟8月24日晚发布半年报，上半年营收14.13亿元，同比增23%；净利3939万元，同比扭亏，上年同期亏损3060万元。预计1-9月净利6000万元至8000万元，同比扭亏，主要系品牌网点增加及加盟商买断制（发货即确认收入，并允许一定比例退换货）合作模式占比提高，报喜鸟、HAZZYS(哈吉斯）、LAFUMA(乐飞叶)、恺米切等品牌实现销售增长；公司获得政府补助较上年同期增加等。","2018-08-24 16:52:31","2018-08-24 16:52:40","['公司', 'A股']"
"1033130","  中国国储能源化工集团据悉提出债务偿付计划。","2018-08-24 16:53:00","2018-08-24 16:53:05","['宏观', '公司']"
"1033131","  金杯汽车8月24日晚间披露半年报，公司2018年上半年实现营业收入27.90亿元，同比增长8.17%；净利润4848.55万元，同比扭亏为盈。公司上年同期亏损3.37亿元。上半年，公司经管层顺利完成了汽车内饰和座椅业务的独立运营，座椅业务实现销售18.6万套，同比增长27.8%；内饰业务实现销售18.9万套，同比增长12%。","2018-08-24 16:53:51","2018-08-24 16:53:57","['公司', 'A股']"
