"1043823","顾家家居9月13日晚间公告可转债发行网上中签结果，中签号码共有55.91万个，每个中签号码只能认购1手（1000元）顾家转债。","2018-09-13 16:16:05","2018-09-13 16:16:12","['公司', 'A股']"
"1043824","9月13日，滴滴全平台司机安全培训计划全面升级。该计划是滴滴此前公布的安全整治7大措施之一。即日起，大陆地区的所有的滴滴网约车司机（快车、优步、优享、拼车、专车、豪华车）每天出车前均需进行安全知识考核，通过考核后方可正常接单。同时，巡游出租车司机也需通过相应的安全知识教育后方能使用滴滴接单。据了解，此举旨在提升司机在服务过程中的安全意识，从而更好地保障司乘双方的出行安全。","2018-09-13 16:16:41","2018-09-13 16:16:47","['公司']"
"1043825","三胞集团因未按期偿付1.63亿美元贷款本息在香港遭起诉。","2018-09-13 16:16:52","2018-09-13 16:17:01","['公司']"
"1043826","知情人士称，美团点评通过香港首次公开募股筹资约42亿美元，其发行价定在目标区间的高端。据计算，美团点评的市值接近530亿美元，较该公司2017年底在一轮私募融资中的300亿美元估值水平大幅上升。支持美团点评IPO的机构投资者包括腾讯和奥本海默基金公司。据一名知情人士透露，李嘉诚也打算认购美团点评部分股份。","2018-09-13 16:18:03","2018-09-13 16:18:08","['公司']"
"1043827","广电运通董事长黄跃珍表示，ATM机作为银行的自助终端，一直在发展，在海外现金ATM机销量仍在增长。黄跃珍认为，未来人工智能的终端取代一些繁重的人力工作是必然的趋势，而广电运通正好迎合这个趋势发展。现在广电运通的市场占有率超过30%，未来虽然带机芯的ATM机采购量会降低，但广电运通可能会突破50%的市场占有率。（证券时报）","2018-09-13 16:19:23","2018-09-13 16:19:23","['公司', 'A股']"
"1043828","海南海药9月13日晚公告，公司原本拟收购海口奇力制药股份有限公司100%股权。鉴于近期医药行业并购市场发生较大变化，公司与交易对方对标的公司估值未最终达成一致，不利于本次交易的推进，决定终止本次重大资产重组事项。海南海药同时公告，公司与中国国信信息总公司近日签署合作框架协议，双方拟在医药大健康、中药材种植、加工、中西药销售等方面开展全方位合作。","2018-09-13 16:20:08","2018-09-13 16:20:12","['公司', 'A股']"
"1043829","截至港股收盘，港股通（沪）每日额度420亿元剩余426.44亿元，占比101.5%；截至港股收盘，港股通（深）每日额度420亿元剩余419.86亿元，占比99.9%。","2018-09-13 16:20:36","2018-09-13 16:20:58","['市场']"
"1043830","在科技部国家重点研发计划大科学装置专项的支持下，平方公里阵列射电望远镜（SKA）前期数据处理系统建设和相关科学预研，12日在上海正式启动。SKA以大量的小单元天线汇聚实现综合孔径射电干涉成像，总接收面积达一平方公里，由130万个对数周期天线组成的低频阵列（位于澳大利亚西部沙漠的无线电宁静区域）和2500面蝶形天线组成的中频阵列（位于南非及南部非洲8个国家）两部分组成。第一阶段（SKA1）预计于2020年开建。（新华社）","2018-09-13 16:21:10","2018-09-13 16:21:16","['宏观']"
"1043831","博云新材公告，公司于2018年9月13日收到公司控股股东中南大学粉末冶金工程研究中心有限公司发来的告知函，公司实际控制人中南大学正在筹划粉冶中心增资扩股事宜，粉冶中心拟引入新的战略投资者，该事项可能涉及到公司实际控制人变更。","2018-09-13 16:21:32","2018-09-13 16:21:37","['公司', 'A股']"
"1043832","广弘控股9月13日晚公告，公司当日与江丰实业控股股东及股东代表谭钜添就江丰实业股权转让事宜进行了约定，并签订了《股份转让意向书》，公司拟从江丰实业全部股东处收购江丰实业合计不少于51%的股权，江丰实业100%的股权总价格不高于4.3亿元。通过收购江丰实业股份可以迅速扩大公司产业规模、完善畜禽全产业链，提高公司经营实力和食品主业的盈利水平。","2018-09-13 16:22:35","2018-09-13 16:22:35","['公司', 'A股']"
"1043833","乐视网复牌跌停，中信证券上海分公司卖出7480万元，中信证券深圳总部营业部买入1145万元。","2018-09-13 16:25:54","2018-09-13 16:25:58","['公司', '焦点', 'A股']"
"1043834","工信部电子信息司副司长乔跃山出席第二届中国汽车电子大会表示，电子信息司将继续推动针对汽车电子新技术、新产品的试点示范应用，组织汽车电子相关标准、规范的研制，共同打造技术创新、测试验证、公共服务、产品孵化等一系列平台，进一步加大对核心芯片、智能传感器等关键汽车电子产品产业化支持力度，加快形成产业上下游互动机制，推动我国汽车电子产业快速、健康发展。","2018-09-13 16:26:46","2018-09-13 16:26:51","['宏观']"
"1043835","中国中冶1-8月新签合同额人民币3938.4亿元，同比增长8.0%。","2018-09-13 16:27:09","2018-09-13 16:27:15","['公司', 'A股']"
"1043836","布油跌幅扩大至1%，在IEA月报过后持续走低。","2018-09-13 16:28:26","2018-09-13 16:28:26","['市场']"
"1043837","瀚蓝环境9月13日晚间公告，全资子公司创冠环保（晋江）有限公司对晋江垃圾焚烧发电项目进行提标改建。该项目总投资约8.83亿元。瀚蓝环境表示，该项目的实施，将提高晋江项目的规模和生活垃圾、污泥协同无害化处理水平，进一步巩固公司在晋江乃至福建市场的影响力，符合公司发展战略方向，有利于公司盈利能力的提升。","2018-09-13 16:31:29","2018-09-13 16:31:35","['公司', 'A股']"
"1043838","荣科科技13日晚公告，公司董事会于今日收到实控人付艳杰、崔万涛提交的《关于鼓励公司全体员工增持公司股票的倡议书》，鼓励公司及全资子公司全体员工买入公司股票。其承诺，凡在9月14日至9月28日期间净买入公司股票（不低于1000股），且连续持有12个月以上并在此期间在公司及全资子公司连续履职的员工，若因在上述期间买入公司股票产生的亏损，由其本人予以补偿；若产生收益，则归员工个人所有。","2018-09-13 16:32:02","2018-09-13 16:32:53","['公司', '焦点', 'A股']"
"1043839","在岸人民币兑美元官方收盘价报6.8487，较上日官方收盘价涨193点，较上日夜盘收盘跌87点。","2018-09-13 16:32:13","2018-09-13 16:32:20","['市场', '焦点']"
"1043840","意大利五星运动党领导人Di Maio并未与财长Tria发生冲突。（意大利安莎通讯社）","2018-09-13 16:32:29","2018-09-13 16:32:35","['宏观']"
"1043841","小米组织架构做出重大变革，新设集团参谋部和集团组织部，进一步增强总部管理职能，并同时调整王川、刘德、洪锋和尚进等高管的工作分工；改组电视部、生态链部、MIUI部和互娱部等四个业务部重组成十个新的业务部。其中集团组织部将负责中高层管理干部的聘用、升迁、培训和考核激励等，以及各个部门的组织建设和编制审批，由联合创始人、高级副总裁刘德任部长。集团参谋部将协助CEO制定集团的发展战略，并督导各个业务部门的战略执行，由联合创始人、高级副总裁王川任参谋长。此前刘德负责小米生态链业务，王川负责小米电视业务，两人将继续在总部担负更重要的职能，直接向雷军汇报。","2018-09-13 16:36:30","2018-09-13 16:36:43","['公司']"
"1043842","江苏吴中9月13日晚间公告，公司于9月11日至13日期间通过集中竞价交易系统，出售江苏银行股票1000万股，成交总金额为6224.22万元，实现投资净收益约4142.17万元，约占公司2017年净利润的31.12%。","2018-09-13 16:37:05","2018-09-13 16:37:15","['公司', 'A股']"
"1043843","意大利五星运动党领导人Di Maio称，政府致力于维持公共财政账户有序。","2018-09-13 16:37:22","2018-09-13 16:37:29","['宏观', '观点']"
"1043844","针对有外媒称美方近日向中方发出磋商邀请，商务部新闻发言人高峰13日在新闻发布会上表示，中美经贸磋商团队近来一直保持着各种形式的沟通，双方就各自关心的问题进行了交流。中方确实已经收到了美方邀请，对此持欢迎态度，双方正在就具体细节进行一些沟通。中方认为，贸易冲突升级不符合任何一方的利益。（新华社）","2018-09-13 16:39:56","2018-09-13 16:39:56","['宏观', '焦点']"
"1043845","赞宇科技9月13日晚公告，公司收到正商发展、出让方通知，协议转让股份的过户登记手续已完成。协议转让过户完成后，正商发展直接持有公司7.15%股份。此外，永银投资的工商变更登记已完成并取得了变更后的营业执照。本次工商变更登记完成后，正商发展通过永银投资间接控制公司16.53%股份。至此，正商发展合计控制公司23.68%股份。公司控制权已发生变更，实际控制人由方银军变更为张惠琪。","2018-09-13 16:40:55","2018-09-13 16:41:01","['公司', 'A股']"
"1043846","深深房A9月13日晚公告，根据目前的工作进展，本次重组方案仍需进行进一步的商讨、论证和完善，公司预计无法在9月14日前披露本次重大资产重组预案或报告书等相关信息。为确保本次重大资产重组工作的顺利进行，防止公司股价异常波动，公司股票将自9月14日起继续停牌不超过1个月。","2018-09-13 16:42:12","2018-09-13 16:42:12","['公司', 'A股']"
"1043847","深圳国资深国投日前正式入主怡亚通成为第一大股东，控股权易手后公司首度接受机构调研透露，去年双方曾进行过一轮接洽，但由于当时市场及双方条件尚未成熟，因此终止。今年以出乎预期快的速度达成现在的转让结果，是因为当前的宏观经济环境仍存在非常大的不确定，民营企业谋发展面临种种挑战，尤其是市场资金成本过高这一问题。与深投控合作是顺应混合所有制发展，完美匹配“深圳速度”。  （证券时报）","2018-09-13 16:46:09","2018-09-13 16:46:09","['公司', 'A股']"
"1043848","深交所发布2018年中秋节休市安排的通知，9月22日（星期六）至9月24日（星期一）休市 ，9月25日（星期二）起照常开市。","2018-09-13 16:54:22","2018-09-13 16:54:29","['市场']"
"1043849","深圳国资深国投日前正式入主怡亚通成为第一大股东后，怡亚通首次迎来机构调研。怡亚通称，深投控的信用评级高，在深投控成为公司的第一大股东后，公司在市场上获取信用支持和资金支持的能力将会有很大的改善。深投控作为第一大股东明确表示，怡亚通作为一家有二十年经验的供应链管理企业，将充分授予公司自主经营权，并将在金融、业务、运营等多个维度全力支持公司发展。","2018-09-13 16:55:20","2018-09-13 16:55:20","['公司']"
"1043850","商务部发言人高峰表示，截至目前，中国目前已经与25个国家和地区达成了17个自贸协定谈判，自贸伙伴遍及欧洲、亚洲、大洋洲、南美洲和非洲。目前我们正与27个国家和地区，进行12个自贸协定谈判或是升级谈判。主要包括区域全面经济伙伴关系（RCEP）、中日韩、中国和挪威、中国和斯里兰卡、中国和以色列，中国和韩国的自贸协定的第二阶段，中国和巴基斯坦自贸协定的第二阶段，以及中国新加坡、中国新西兰自贸协定的升级。","2018-09-13 16:55:45","2018-09-13 16:55:51","['宏观']"
"1043851","土耳其总统埃尔多安：土耳其支持自由市场经济。土耳其将不会恢复非自由市场路径。","2018-09-13 16:57:02","2018-09-13 16:58:08","['宏观', '观点']"
"1043852"," 据中国企业联合会、中国企业家协会发布的2018年中国企业500强榜单显示，100家北京企业入围该榜，占比达到20%。据统计，北京入围企业数量继续位列国内各省市之首，此外，北京地方企业入围数量占比提升3.9个百分点，创新型和商务服务业企业占比提升7个百分点。","2018-09-13 16:59:58","2018-09-13 16:59:58","['宏观']"
"1043853","宝新能源9月13日晚公告，近日，公司与中广核风电签署了《合作意向书》，双方拟联合开发汕尾甲子海上风电场（900MW）和汕尾后湖海上风电场（500MW）。此次合作符合公司做大做强新能源电力主业的战略规划，是公司积极响应广东省委、省政府大力推动海洋经济发展、打造全省海洋经济发展重要增长极的号召的重要举措。","2018-09-13 17:01:35","2018-09-13 17:01:54","['公司', 'A股']"
"1043854","从教育部获悉，为切实做好校外培训机构专项治理整改工作，教育部近日印发通知，指出校外培训机构治理工作现在已进入整改攻坚期，将建立信息通报制度，于每月15日和30日各通报一次各地进展情况。（新华社）","2018-09-13 17:03:20","2018-09-13 17:03:27","['宏观']"
"1043856","近日有传言称华为将被“国资收购”，对此，华为今日对第一财经记者予以否认。而针对关于业务分拆、剥离部分业务的传闻，华为同样表示不属实。关于股权结构，华为在官方网站上写道，“华为成立于1987年，是一家由员工持有全部股份的民营企业，目前有18万员工，业务遍及170多个国家和地区。”其中，股东会是公司权力机构，对公司增资、利润分配、选举董事/监事等重大事项作出决策，由工会和任正非两名股东组成。而工会履行股东职责、行使股东权利的机构是持股员工代表会。持股员工代表会由全体持股员工代表组成，代表全体持股员工行使有关权利。华为官方网站显示，目前目前持股员工代表会成员包括孙亚芳、郭平、徐直军、胡厚崑、任正非、徐文伟、李杰、丁耘、孟晚舟、陈黎芳、万飚、张平安、余承东、梁华、任树录、田峰、邓飚、周代琪、蔡立群、江西生、尹绪全、姚福海、查钧、李英涛、纪平、陶景文、张顺茂、丁少华、李今歌、王克祥、吕克、杨凯军、蒋亚非、何庭波、孙铭、吴昆红、赵勇、唐晓明、王家定、魏承敏、熊乐宁、李山林、宋柳平、 周红、陈军、彭中阳、李刚、夏健、杨黎。","2018-09-13 17:03:56","2018-09-13 17:03:56","[]"
"1043857","商务部发言人高峰表示，1-8月天然气、原油、煤炭等10大类大宗商品进口额合计增长17.4%，拉动全国进口总额增长4个百分点，其中原油、天然气、铜精矿、煤炭进口数量分别增长6.5%、34.8%、17.9%和14.7%，铁矿砂、钢材、大豆进口数量分别下降0.5、0.1和2.1个百分点。机电产品进口4.08万亿元，增长12.6%，拉动全国进口总额增长5.7个百分点。","2018-09-13 17:04:19","2018-09-13 17:04:19","['宏观']"
"1043858","9月22日（星期六）至9月24日（星期一）休市，9月25日（星期二）起照常开市。9月20日（星期四）至9月25日（星期二）不提供港股通服务，9月26日（星期三）照常开通港股通服务。","2018-09-13 17:07:14","2018-09-13 17:07:20","['行业']"
"1043859","中国外汇交易中心发布关于完善人民币购售业务境外参加行和境外清算行进入银行间外汇市场有关事项的公告。","2018-09-13 17:07:27","2018-09-13 17:07:36","['宏观']"
"1043861","美康生物13日晚公告，公司与美国赛默飞签订战略合作框架协议，赛默飞及其关联公司为公司及其关联公司苏州盛德提供产品，并授权公司进一步开发其自身产品并将其整合到医疗器械中，共同推进产品在国内的研发、注册、生产和销售。双方将在临床质谱仪及配套试剂盒的开发、生产和销售等方面利用各自的优势，进行全面合作。赛默飞是一家创新型、高科技科学技术服务公司，2017年度实现营收超220亿美元。","2018-09-13 17:09:23","2018-09-13 17:09:23","['公司', 'A股']"
"1043863","土耳其里拉兑美元走软至6.45。","2018-09-13 17:11:19","2018-09-13 17:11:29","['市场']"
"1043864","土耳其总统埃尔多安：必须降低利率。","2018-09-13 17:11:29","2018-09-13 17:11:35","['市场']"
"1043865","欧洲央行：银行业选择欧元短期利率ESTER作为无风险利率，替代欧元无担保加权平均隔夜利率（Eonia）。","2018-09-13 17:12:42","2018-09-13 17:14:07","['宏观', '观点']"
"1043866","中利集团9月13日晚公告，公司参加了中国移动2017年至2018年非骨架式带状光缆产品集中采购（第二批次）招标活动。近日中国移动通过电子商务平台“中国移动采购与招标网”公布了相关采购项目的中标候选人公示，公司候选份额为12.5%。本次集中采购的候选份额充分体现了公司在光通信行业中的实力，助力公司把握5G风口。","2018-09-13 17:13:05","2018-09-13 17:13:05","['公司', 'A股']"
"1043868","西陇科学9月13日晚公告，持股5.23%的股东平安资产计划15个交易日后的3个月内，减持公司股份合计不超585万股，占公司总股本比例不超过1%。","2018-09-13 17:17:14","2018-09-13 17:17:20","['公司', 'A股']"
"1043869","无人智慧酒店乐易住据悉获（战略）投资500万人民币。（ 亿邦动力网）","2018-09-13 17:18:34","2018-09-13 17:18:41","['公司']"
"1043870","新华社评论文章称，十年前那场肇始于美国、席卷全球的国际金融危机给世界经济带来重创，至今令人心有余悸。反思十年历程，那些历经金融危机复杂考验而能保持稳健发展的经济体，具有一些共性，其中最关键一点就是自立自强，能动态把握自身比较优势，及时推进结构性改革，为后续增长积聚能量，并为世界经济复苏做出贡献。此外，十年前，应对金融危机的一个宝贵经验是注重多边政策协调，如二十国集团峰会就贸易政策、反贸易保护主义、避免货币竞争性贬值等达成共识，有效助力世界经济重建信心。在当前保护主义卷土重来的背景下回望十年前，那种同舟共济的精神尤显可贵。","2018-09-13 17:19:58","2018-09-13 17:19:58","['宏观', '观点']"
"1043871","大众交通9月13日晚间公告，公司与上海亚豪签署合同，以自有资金2.5亿元认购由上海亚豪作为基金管理人的亚豪稳利1号私募投资基金。本次认购有助于进一步拓宽公司投资渠道，借助机构投资的专业优势提升公司的投资能力。","2018-09-13 17:20:31","2018-09-13 17:20:38","['公司', 'A股']"
"1043872","合锻智能公告，为了进一步扩大液压成形设备技术在生产工艺中的应用，公司与哈尔滨工业大学流体高压成形技术研究所双方就建立全面长期合作关系，经协商一致签订了《战略合作协议》。","2018-09-13 17:21:02","2018-09-13 17:21:16","['公司', 'A股']"
"1043873","意大利进行国债拍卖，3年期国债中标收益率升至2014年2月来新高，7年期升至2014年3月来新高，30年期升至2014年10月来新高。","2018-09-13 17:21:07","2018-09-13 17:21:16","['宏观']"
"1043874","沃森生物公告，控股子公司玉溪沃森于近日获得埃及卫生部签发的780万剂A群C群脑膜炎球菌多糖疫苗的进口批件及相应的采购订单。","2018-09-13 17:22:11","2018-09-13 17:22:16","['公司', 'A股']"
"1043875","这几天，有微信公号发消息称，国元证券要求入职三年内员工全部到基层营业部，考核不合格的直接开除，似乎涉及变相裁员。对这一传闻，国元证券给予了否认，认为上述信息“完全失实”，公司正常安排中后台员工到一线锻炼，锻炼时间在3至6月之间，年内员工队伍保持稳定、人员仍为净流入。据不完全统计，仅最近一月时间里，至少已有东吴证券、国泰君安研究所、中信证券和国元证券等4家券商被传闻裁员或变相裁员，但均被公司辟谣。（券商中国）","2018-09-13 17:22:51","2018-09-13 17:23:01","['公司', 'A股']"
"1043876","蚂蚁金服据悉聘请德意志银行的WU XIAOPIN加入投资团队。（彭博）","2018-09-13 17:23:21","2018-09-13 17:23:30","['公司']"
"1043877","沙特阿美：近期媒体关于沙特阿美与SABIC的潜在交易完全是推测的。","2018-09-13 17:23:51","2018-09-13 17:23:56","['宏观', '观点']"
"1043878","国际能源署（IEA）13日公布的月度原油市场报告显示，今年8月，因利比亚和伊拉克增产，欧佩克成员国的原油供应升至九个月高点3263万桶/日。但IEA警告称，因伊朗、委内瑞拉减产幅度加大，未来原油价格或将走高。未来三个月全球石油的日消费量将突破1亿桶，或令油价面临压力。需求方面，IEA维持2018年和2019年全球原油需求增长预估不变，分别为140万桶/日和150万桶/日。（中证网）","2018-09-13 17:24:28","2018-09-13 17:24:33","['市场', '焦点']"
"1043879","金明精机9月13日晚公告，公司拟使用不超过6000万元的自有资金进行证券投资，在该额度内资金可循环滚动使用。投资范围：股票及其衍生品投资、基金投资、期货投资、房地产投资、以上述投资为标的的证券投资产品以及深圳证券交易所认定的其他投资行为。","2018-09-13 17:25:12","2018-09-13 17:25:12","['公司', 'A股']"
"1043880","韩国低成本航空公司（LCC）自2002年开通航线后发展迅猛，客运量在韩国航空公司总体客运量中所占的比重逐年上升。韩国仁川国际空港公社13日发布的一份统计显示，今年1-8月，LCC客运量在总体客运量中的占比首次突破30%。(韩联社)","2018-09-13 17:32:38","2018-09-13 17:34:53","['行业', '公司']"
"1043881","莱茵生物公告，与瑞士FIRMENICH签署天然甜味剂相关产品独家分销合同，预计到2023年FIRMENICH采购公司产品累计目标收入4亿美元。","2018-09-13 17:33:20","2018-09-13 17:33:20","['公司', 'A股']"
"1043882","川恒股份9月13日晚公告，近日，公司收到参股公司天一矿业函告，其所持有的贵州省瓮安县玉华乡老虎洞磷矿勘探探矿权转采矿权相关工作已完成，并取得国土资源部颁发的采矿许可证。","2018-09-13 17:35:06","2018-09-13 17:35:06","['公司', 'A股']"
"1043883","创源文化公告，4725万股首次公开发行前已发行股份将解禁，占公司总股本的39.38%；此次实际可流通的股份数量为3497万股，占公司总股本的29.14%。解除限售股份可上市流通日期为9月19日。","2018-09-13 17:37:25","2018-09-13 17:37:25","['公司', 'A股']"
"1043884"," 国务院发展研究中心和中国出口信用保险公司日前联合发布的报告显示，2017年，中国信保出口信用保险拉动我国出口金额超6000亿美元，占同期出口总额的26.6%，对GDP的贡献率为4.9%。对“一带一路”建设支持作用突出，对企业面向沿线国家的出口和投资的承保金额达1298.5亿美元。","2018-09-13 17:42:12","2018-09-13 17:42:46","['行业']"
"1043885","日前，中国人民银行发布的数据显示，8月份社会融资规模增量为1.52万亿元，比上月多增4844亿元。专家表示，社融增量一定程度上回暖，企业债融资环境也较此前有所改善。交通银行金融研究中心首席经济学家连平表示，预计未来一段时间，政策仍将着力引导信贷和直接融资来应对表外融资需求在金融去杠杆背景下的回流，尽力减轻实体企业的融资压力。（新华社）","2018-09-13 17:43:37","2018-09-13 17:43:37","['宏观']"
"1043886","农业农村部公告，为做好非洲猪瘟疫情防控工作，饲料生产企业暂停使用以猪血为原料的血液制品生产猪用饲料。饲料生产及销售企业应当按批次抽样送检，检测结果为阳性的，饲料生产企业应当主动召回产品。养殖场（户）暂停使用相关饲料产品饲喂生猪。","2018-09-13 17:44:29","2018-09-13 17:44:29","['宏观', '焦点']"
"1043887","兰生股份9月13日晚间公告，根据6月15日股东大会关于授权经理层减持海通证券股票的决议（减持额度为8000万股），公司通过集中竞价方式于8月30日至9月13日累计减持了海通证券股票1138万股，减持所产生的净收益约4390万元，约占2017年净利润的15%。截至9月13日，公司已根据股东大会决议累计减持海通证券股票3407万股。","2018-09-13 17:46:46","2018-09-13 17:49:43","['公司', 'A股']"
"1043889","9月12日至13日，中共中央政治局常委、国务院副总理韩正在广西南宁、钦州、北海调研经济社会发展情况。韩正强调，建设南向通道，能够开辟西部地区由北向南新的出海大通道，也可以为长江航运“减负”，促进长江生态环境保护。要做好铁路网规划建设，大力发展海铁联运，做好北部港区域港口的衔接，发挥合力，壮大优势，做好向海经济大文章。（新华社）","2018-09-13 17:47:41","2018-09-13 17:47:41","['宏观']"
"1043890","禾丰牧业9月13日晚间公告，预计2018年前三季度实现的净利润与上年同期相比，将增加1.19亿元元到1.4亿元，同比增长45%到53%。公司上年同期盈利2.64亿元。","2018-09-13 17:48:29","2018-09-13 17:48:29","['公司', 'A股']"
"1043891","梦网集团9月13日晚公告，公司于近日完成了2018年股票期权与限制性股票激励计划中的股票期权首次授予登记工作，期权简称：梦网JLC1，期权代码：037788。公司9月11日晚曾披露公告，为响应国家混合所有制改革、优化公司资本结构，公司拟筹划重大事项，深圳市国资委下属公司拟大比例战略入股公司，可能导致公司实控人发生变更，股票自9月12日起停牌。","2018-09-13 17:50:10","2018-09-13 17:50:10","['公司', 'A股']"
"1043892","记者从知情人士处获证实，中国银联与支付宝已于9月10日举行内部签约仪式，就支付清算业务达成相关合作。不过，就上述信息，银联和支付宝方面今日均表示，不作回应。（上证报）","2018-09-13 17:51:16","2018-09-13 17:51:16","['公司']"
"1043893","大华股份9月13日在互动平台表示，近期公司股价受到外部负面新闻等影响波动较大，公司经营一切正常，一直致力于成为全球领先的以视频为核心的智慧物联解决方案提供商和运营服务商，力争为股东创造更大价值。大华股份昨日跌停，今日收涨1.14%。","2018-09-13 17:58:00","2018-09-13 17:58:05","['公司', 'A股']"
"1043894","中国人民银行上海总部13日公布的数据显示，8月份上海个人住房贷款增速继续回落。8月份，上海市本外币个人住房贷款增加51.34亿元，环比和同比分别少增17.62亿元和38.94亿元，当月增速为4.2%，环比和同比分别回落0.3和17.6个百分点。同时，房地产开发贷款同比少增。8月份，上海市本外币房地产开发贷款增加14.36亿元，同比少增40.49亿元。","2018-09-13 17:58:46","2018-09-13 17:58:53","['宏观']"
"1043895","近日，记者获悉，全国政协委员、原证监会主席肖钢，证监会债券部副处长闫云松等正在密集对资产证券化业务进行专项调研，调研样本包括华能贵诚信托和中信信托等龙头信托公司。在华能贵诚信托调研时，肖钢表示，此次调研是为了总结资产证券化业务取得的经验和存在的问题，研究如何更好地促进资产证券化业务健康发展，使之更好地为实体经济服务。 （证券时报）","2018-09-13 17:59:40","2018-09-13 17:59:40","['市场']"
"1043896","①市场预期MPC将以9-0维持利率在0.75%不变。②关注MPC对英国脱欧和经济评估的措辞。此前英国和欧盟均称，脱欧协议可能会在6-8周内达成。③关注MPC委员Jonathan Haskel的立场，这是其任期内的首次政策会议。","2018-09-13 18:02:46","2018-09-13 18:02:53","['宏观', '焦点']"
